make,model,year,transmission,drive,date_range,fuel_type_summary,class_summary,cylinders,displ,co2,barrels08,fuelCost08
Pontiac,Grand Am,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,14.167142857142858,2100
Saturn,SL,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,11.018888888888888,1650
Saturn,SL,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,11.442692307692308,1700
Saturn,SL,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.9,-1,10.25896551724138,1500
Saturn,SL,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.9,-1,11.018888888888888,1650
Subaru,Legacy AWD,2000,Automatic,4WD,2000-2010,Gas,Car,4.0,2.5,-1,14.167142857142858,2100
Subaru,Legacy AWD,2000,Manual,4WD,2000-2010,Gas,Car,4.0,2.5,-1,14.167142857142858,2100
Toyota,Camry Solara,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,12.935217391304349,1900
Toyota,Camry Solara,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,12.39625,1850
Toyota,Camry Solara,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Toyota,Camry Solara,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Toyota,Corolla,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.442692307692308,1700
Toyota,Corolla,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,10.625357142857142,1600
Toyota,Corolla,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,9.917,1450
Toyota,Echo,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.5,-1,9.917,1450
Toyota,Echo,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.5,-1,9.2971875,1400
Volkswagen,Golf,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,Golf,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.39625,2450
Volkswagen,Golf,2000,Automatic,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,10.82409090909091,1650
Volkswagen,Golf,2000,Manual,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,9.399868421052632,1450
Volkswagen,Golf,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Volkswagen,Golf,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Volkswagen,GTI,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,GTI,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.39625,2450
Volkswagen,GTI,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Volkswagen,GTI,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Volkswagen,GTI,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,14.167142857142858,2100
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.39625,2450
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,10.82409090909091,1650
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Diesel,Car,4.0,1.9,-1,9.399868421052632,1450
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Volkswagen,Jetta,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,2300
Volkswagen,Jetta,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,14.8755,2200
Volvo,C70 Coupe,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.3,-1,14.8755,2900
Volvo,C70 Coupe,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.3,-1,14.167142857142858,2800
Volvo,C70 Coupe,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.8755,2900
Volvo,S40 FWD,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,14.167142857142858,2800
Acura,3.2TL,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900
Acura,3.5RL,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,16.528333333333336,3250
Audi,A6,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Audi,A6 quattro,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,2.7,-1,16.528333333333336,3250
Audi,A6 quattro,2000,Manual,4WD,2000-2010,Gas,Car,6.0,2.7,-1,16.528333333333336,3250
Audi,A6 quattro,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Audi,A6 quattro,2000,Manual,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Audi,A6 quattro,2000,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
Audi,A8 quattro,2000,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
Bentley,Arnage,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,24.7925,4850
Bentley,Arnage,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,6.7,-1,24.7925,4850
BMW,740i/740i Sport,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,16.528333333333336,3250
BMW,740i/740i Sport,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,18.594375,3650
Buick,Century,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,14.167142857142858,2100
Buick,Regal,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Buick,Regal,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.65842105263158,3050
Cadillac,Catera,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.528333333333336,3250
Cadillac,Eldorado,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,15.65842105263158,3050
Cadillac,Seville,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,15.65842105263158,3050
Chevrolet,Lumina/Monte Carlo,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,14.167142857142858,2100
Chevrolet,Lumina/Monte Carlo,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,14.167142857142858,2100
Chevrolet,Lumina/Monte Carlo,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Chevrolet,Malibu,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,12.935217391304349,1900
Chevrolet,Malibu,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,14.167142857142858,2100
Chrysler,Cirrus,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.8755,2200
Chrysler,Cirrus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2200
Chrysler,Cirrus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,15.65842105263158,2300
Daewoo,Leganza,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,14.167142857142858,2100
Daewoo,Leganza,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,14.167142857142858,2100
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.8755,2200
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2200
Dodge,Stratus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,15.65842105263158,2300
Honda,Accord,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,12.935217391304349,1900
Honda,Accord,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,13.52318181818182,2000
Honda,Accord,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,12.39625,1850
Honda,Accord,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,12.935217391304349,1900
Honda,Accord,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Hyundai,Sonata,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.167142857142858,2100
Hyundai,Sonata,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.4,-1,13.52318181818182,2000
Hyundai,Sonata,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2200
Hyundai,Sonata,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.167142857142858,2100
Infiniti,I30,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Infiniti,Q45,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.1,-1,16.528333333333336,3250
Jaguar,Vanden Plas,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,16.528333333333336,3250
Jaguar,Vanden Plas S/C,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,18.594375,3650
Jaguar,S-type (X200) V6,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Jaguar,S-type (X200) V8,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,17.500588235294117,3450
Jaguar,XJ8L,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,16.528333333333336,3250
Lexus,GS 300/GS 400,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Lexus,GS 300/GS 400,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,16.528333333333336,3250
Lexus,LS 400,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.0,-1,15.65842105263158,3050
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.528333333333336,3250
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.528333333333336,3250
Lincoln,LS,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,16.528333333333336,3250
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,3.9,-1,17.500588235294117,3450
Lincoln,LS,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,3.9,-1,17.500588235294117,3450
Mercury,Sable,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mercury,Sable,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mazda,626,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Mazda,626,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,1750
Mazda,626,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.8755,2900
Mazda,626,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.167142857142858,2800
Mercedes-Benz,E320,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.167142857142858,2800
Mercedes-Benz,E320 4Matic,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,3.2,-1,14.167142857142858,2800
Mercedes-Benz,E430,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,16.528333333333336,3250
Mercedes-Benz,E430 4Matic,2000,Automatic,4WD,2000-2010,Gas,Car,8.0,4.3,-1,16.528333333333336,3250
Mercedes-Benz,E55 AMG,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,5.5,-1,17.500588235294117,3450
Mitsubishi,Diamante,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,16.528333333333336,3250
Mitsubishi,Galant,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.167142857142858,2100
Mitsubishi,Galant,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2900
Nissan,Maxima,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Nissan,Maxima,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Oldsmobile,Intrigue,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,14.8755,2200
Plymouth,Breeze,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Plymouth,Breeze,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.018888888888888,1650
Plymouth,Breeze,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.4,-1,14.8755,2200
Pontiac,Grand Prix,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.1,-1,14.167142857142858,2100
Pontiac,Grand Prix,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Pontiac,Grand Prix,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.65842105263158,3050
Saab,9-3,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.8755,2900
Saab,9-3,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,14.8755,2200
Saab,9-3,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Saab,9-3,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2650
Saab,9-3 Viggen,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.167142857142858,2800
Saab,9-5,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.8755,2200
Saab,9-5,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,15.65842105263158,3050
Saab,9-5,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.167142857142858,2100
Saab,9-5,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.8755,2900
Saab,9-5,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Saturn,LS,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,12.935217391304349,1900
Saturn,LS,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,12.39625,1850
Saturn,LS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Toyota,Camry,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,12.935217391304349,1900
Toyota,Camry,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.2,-1,12.39625,1850
Toyota,Camry,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Toyota,Camry,2000,Manual,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.167142857142858,2100
Volkswagen,Passat,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,14.167142857142858,2800
Volkswagen,Passat,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.39625,2450
Volkswagen,Passat,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
Volkswagen,Passat,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,14.167142857142858,2800
Volkswagen,Passat 4motion,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Volvo,S70,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.3,-1,14.8755,2900
Volvo,S70,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.3,-1,14.167142857142858,2800
Volvo,S70,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.8755,2900
Volvo,S70,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.167142857142858,2800
Volvo,S70,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.4,-1,13.52318181818182,2650
Volvo,S70 AWD,2000,Automatic,4WD,2000-2010,Gas,Car,5.0,2.4,-1,15.65842105263158,3050
Volvo,S80,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Volvo,S80,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.9,-1,15.65842105263158,3050
Audi,A8 L,2000,Automatic,4WD,2000-2010,Gas,Car,8.0,4.2,-1,16.528333333333336,3250
BMW,740il/740il Protection,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,16.528333333333336,3250
BMW,750il/750il Protection,2000,Automatic,2WD,2000-2010,Gas,Car,12.0,5.4,-1,21.250714285714285,4150
Buick,LeSabre,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2200
Buick,Park Avenue,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2200
Buick,Park Avenue,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.65842105263158,3050
Cadillac,DeVille,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,15.65842105263158,3050
Chevrolet,Impala,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.4,-1,14.167142857142858,2100
Chevrolet,Impala,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Chevrolet,Impala,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.167142857142858,2100
Chrysler,300 M,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,15.65842105263158,2300
Chrysler,Concorde,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.167142857142858,2100
Chrysler,Concorde,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2200
Chrysler,LHS,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,15.65842105263158,2300
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.167142857142858,2100
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.7,-1,14.167142857142858,2100
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2200
Dodge,Intrepid,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.5,-1,15.65842105263158,2300
Ford,Crown Victoria,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,16.528333333333336,2450
Ford,Taurus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Ford,Taurus,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Lincoln,Continental,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,16.528333333333336,3250
Mercury,Grand Marquis,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,16.528333333333336,2450
Lincoln,Town Car,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.6,-1,16.528333333333336,2450
Mercedes-Benz,S430,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.3,-1,16.528333333333336,3250
Mercedes-Benz,S500,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,5.0,-1,17.500588235294117,3450
Pontiac,Bonneville,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,14.8755,2200
Pontiac,Bonneville,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.8,-1,15.65842105263158,3050
Toyota,Avalon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,13.52318181818182,2000
Audi,A4 Avant,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
Audi,A4 Avant quattro,2000,Automatic,4WD,2000-2010,Gas,Car,4.0,1.8,-1,14.8755,2900
Audi,A4 Avant quattro,2000,Manual,4WD,2000-2010,Gas,Car,4.0,1.8,-1,13.52318181818182,2650
Audi,A4 Avant quattro,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Audi,A4 Avant quattro,2000,Manual,4WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
BMW,323i Touring,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.5,-1,15.65842105263158,3050
BMW,323i Touring,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.5,-1,14.167142857142858,2800
BMW,528i Sport Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
BMW,528i Sport Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
BMW,528i Sport Wagon,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
BMW,540i Sport Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,8.0,4.4,-1,18.594375,3650
Daewoo,Nubira Station Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Daewoo,Nubira Station Wagon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.935217391304349,1900
Hyundai,Elantra Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,13.52318181818182,2000
Hyundai,Elantra Wagon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.0,-1,12.39625,1850
Saturn,SW,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,11.018888888888888,1650
Saturn,SW,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,11.442692307692308,1700
Saturn,SW,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.9,-1,11.018888888888888,1650
Suzuki,Esteem Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.6,-1,11.442692307692308,1700
Suzuki,Esteem Wagon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.6,-1,10.625357142857142,1600
Suzuki,Esteem Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.442692307692308,1700
Suzuki,Esteem Wagon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,11.442692307692308,1700
Volvo,V40,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.9,-1,14.167142857142858,2800
Audi,A6 Avant quattro,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Ford,Focus Station Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.442692307692308,1700
Ford,Focus Station Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.0,-1,11.9004,1750
Ford,Taurus Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,2300
Ford,Taurus Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Lexus,RX 300,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,2300
Lexus,RX 300 4WD,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,3.0,-1,16.528333333333336,2450
Mercury,Sable Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Mercury,Sable Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,2300
Mercedes-Benz,E320 (Wagon),2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900
Mercedes-Benz,E320 4Matic (Wagon),2000,Automatic,4WD,2000-2010,Gas,Car,6.0,3.2,-1,14.8755,2900
Saab,9-5 Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.8755,2900
Saab,9-5 Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.3,-1,15.65842105263158,2300
Saab,9-5 Wagon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.167142857142858,2100
Saab,9-5 Wagon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,2.3,-1,14.8755,2900
Saab,9-5 Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,15.65842105263158,3050
Saturn,LW,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,2.2,-1,12.935217391304349,1900
Saturn,LW,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,3.0,-1,14.8755,2200
Subaru,Legacy Wagon AWD,2000,Automatic,4WD,2000-2010,Gas,Car,4.0,2.5,-1,14.167142857142858,2100
Subaru,Legacy Wagon AWD,2000,Manual,4WD,2000-2010,Gas,Car,4.0,2.5,-1,14.167142857142858,2100
Volkswagen,Passat Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,4.0,1.8,-1,14.167142857142858,2800
Volkswagen,Passat Wagon,2000,Manual,2WD,2000-2010,Gas,Car,4.0,1.8,-1,12.39625,2450
Volkswagen,Passat Wagon,2000,Automatic,2WD,2000-2010,Gas,Car,6.0,2.8,-1,15.65842105263158,3050
Volkswagen,Passat Wagon,2000,Manual,2WD,2000-2010,Gas,Car,6.0,2.8,-1,14.167142857142858,2800
Volkswagen,Passat Wagon 4motion,2000,Automatic,4WD,2000-2010,Gas,Car,6.0,2.8,-1,16.528333333333336,3250
Volvo,V70 FWD,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.3,-1,14.8755,2900
Volvo,V70 FWD,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.3,-1,14.167142857142858,2800
Volvo,V70 FWD,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.8755,2900
Volvo,V70 FWD,2000,Automatic,2WD,2000-2010,Gas,Car,5.0,2.4,-1,14.167142857142858,2800
Volvo,V70 FWD,2000,Manual,2WD,2000-2010,Gas,Car,5.0,2.4,-1,13.52318181818182,2650
Volvo,V70 AWD,2000,Automatic,4WD,2000-2010,Gas,Car,5.0,2.4,-1,15.65842105263158,3050
Volvo,V70 AWD,2000,Automatic,4WD,2000-2010,Gas,Car,5.0,2.4,-1,16.528333333333336,3250
Chevrolet,S10 Pickup 2WD,2000,Automatic,2WD,2000-2010,Gas,Truck,4.0,2.2,-1,15.65842105263158,2300
Chevrolet,S10 Pickup 2WD,2000,Automatic,2WD,2000-2010,Gas,Truck,4.0,2.2,-1,15.65842105263158,2300
Chevrolet,S10 Pickup 2WD,2000,Manual,2WD,2000-2010,Gas,Truck,4.0,2.2,-1,12.935217391304349,1900
Chevrolet,S10 Pickup 2WD,2000,Manual,2WD,2000-2010,Gas,Truck,4.0,2.2,-1,13.52318181818182,2000
Chevrolet,S10 Pickup 2WD,2000,Automatic,2WD,2000-2010,Gas,Truck,6.0,4.3,-1,17.500588235294117,2600
Chevrolet,S10 Pickup 2WD,2000,Manual,2WD,2000-2010,Gas,Truck,6.0,4.3,-1,16.528333333333336,2450
GMC,Sonoma 2WD,2000,Automatic,2WD,2000-2010,Gas,Truck,4.0,2.2,-1,15.65842105263158,2300
GMC,Sonoma 2WD,2000,Automatic,2WD,2000-2010,Gas,Truck,4.0,2.2,-1,15.65842105263158,2300
