,make,model,year,cylinders,trany,displ,VClass,co2,barrels08,fuelCost08,fuelType,highway08,city08,comb08
182,Chrysler,Sebring Convertible,2000.0,6.0,Automatic 4-spd,2.5,Compact Cars,-1.0,15.65842105,2300.0,Regular,24.0,16.0,19.0
183,Daewoo,Lanos,2000.0,4.0,Automatic 4-spd,1.5,Compact Cars,-1.0,11.9004,1750.0,Regular,33.0,21.0,25.0
184,Daewoo,Lanos,2000.0,4.0,Manual 5-spd,1.5,Compact Cars,-1.0,11.44269231,1700.0,Regular,32.0,23.0,26.0
185,Daewoo,Lanos,2000.0,4.0,Automatic 4-spd,1.6,Compact Cars,-1.0,12.39625,1850.0,Regular,31.0,20.0,24.0
186,Daewoo,Lanos,2000.0,4.0,Manual 5-spd,1.6,Compact Cars,-1.0,11.44269231,1700.0,Regular,33.0,23.0,26.0
187,Daewoo,Nubira,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,13.52318182,2000.0,Regular,28.0,19.0,22.0
188,Daewoo,Nubira,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,20.0,23.0
189,Dodge,Avenger,2000.0,6.0,Automatic 4-spd,2.5,Compact Cars,-1.0,14.8755,2200.0,Regular,25.0,17.0,20.0
190,Dodge,Neon,2000.0,4.0,Automatic 3-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,22.0,24.0
191,Dodge,Neon,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.01888889,1650.0,Regular,31.0,24.0,27.0
192,Ford,Contour,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,19.0,23.0
193,Ford,Contour,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.9004,1750.0,Regular,31.0,21.0,25.0
194,Ford,Contour,2000.0,6.0,Automatic 4-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
195,Ford,Contour,2000.0,6.0,Manual 5-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
196,Ford,Escort,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,11.44269231,1700.0,Regular,31.0,22.0,26.0
197,Ford,Escort,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.01888889,1650.0,Regular,32.0,24.0,27.0
198,Ford,Focus,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,11.44269231,1700.0,Regular,30.0,23.0,26.0
199,Ford,Focus,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,22.0,24.0
200,Ford,Focus,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.01888889,1650.0,Regular,32.0,24.0,27.0
201,Ford,Focus,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.9004,1750.0,Regular,31.0,22.0,25.0
202,Hyundai,Accent/Brio,2000.0,4.0,Automatic 4-spd,1.5,Compact Cars,-1.0,11.44269231,1700.0,Regular,31.0,23.0,26.0
203,Hyundai,Accent/Brio,2000.0,4.0,Manual 5-spd,1.5,Compact Cars,-1.0,10.62535714,1600.0,Regular,33.0,24.0,28.0
204,Hyundai,Elantra,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,13.52318182,2000.0,Regular,28.0,19.0,22.0
205,Hyundai,Elantra,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,30.0,21.0,24.0
206,Infiniti,G20,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,20.0,23.0
207,Infiniti,G20,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,29.0,21.0,24.0
208,Jaguar,XJ8,2000.0,8.0,Automatic 5-spd,4.0,Compact Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
209,Jaguar,XJR,2000.0,8.0,Automatic 5-spd,4.0,Compact Cars,-1.0,18.594375,3650.0,Premium,20.0,14.0,16.0
210,Kia,Sephia/Spectra,2000.0,4.0,Automatic 4-spd,1.8,Compact Cars,-1.0,12.93521739,1900.0,Regular,29.0,20.0,23.0
211,Kia,Sephia/Spectra,2000.0,4.0,Manual 5-spd,1.8,Compact Cars,-1.0,13.52318182,2000.0,Regular,26.0,20.0,22.0
212,Lexus,ES 300,2000.0,6.0,Automatic 4-spd,3.0,Compact Cars,-1.0,14.8755,2200.0,Regular,24.0,17.0,20.0
213,Mercury,Cougar,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.9004,1750.0,Regular,31.0,21.0,25.0
214,Mercury,Cougar,2000.0,6.0,Automatic 4-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
215,Mercury,Cougar,2000.0,6.0,Manual 5-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
216,Mercury,Mystique,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,19.0,23.0
217,Mercury,Mystique,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.9004,1750.0,Regular,31.0,21.0,25.0
218,Mercury,Mystique,2000.0,6.0,Automatic 4-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
219,Mercury,Mystique,2000.0,6.0,Manual 5-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
220,Mazda,Millenia,2000.0,6.0,Automatic 4-spd,2.3,Compact Cars,-1.0,14.8755,2900.0,Premium,25.0,17.0,20.0
221,Mazda,Millenia,2000.0,6.0,Automatic 4-spd,2.5,Compact Cars,-1.0,14.8755,2900.0,Premium,24.0,17.0,20.0
222,Mazda,Protege,2000.0,4.0,Automatic 4-spd,1.6,Compact Cars,-1.0,11.44269231,1700.0,Regular,30.0,23.0,26.0
223,Mazda,Protege,2000.0,4.0,Manual 5-spd,1.6,Compact Cars,-1.0,11.01888889,1650.0,Regular,31.0,25.0,27.0
224,Mazda,Protege,2000.0,4.0,Automatic 4-spd,1.8,Compact Cars,-1.0,12.93521739,1900.0,Regular,27.0,21.0,23.0
225,Mazda,Protege,2000.0,4.0,Manual 5-spd,1.8,Compact Cars,-1.0,11.9004,1750.0,Regular,28.0,22.0,25.0
226,Mercedes-Benz,C230 Kompressor,2000.0,4.0,Automatic 5-spd,2.3,Compact Cars,-1.0,13.52318182,2650.0,Premium,26.0,19.0,22.0
227,Mercedes-Benz,C280,2000.0,6.0,Automatic 5-spd,2.8,Compact Cars,-1.0,14.16714286,2800.0,Premium,25.0,19.0,21.0
228,Mercedes-Benz,C43 AMG,2000.0,8.0,Automatic 5-spd,4.3,Compact Cars,-1.0,16.52833333,3250.0,Premium,21.0,16.0,18.0
229,Mercedes-Benz,CL500,2000.0,8.0,Automatic 5-spd,5.0,Compact Cars,-1.0,17.50058824,3450.0,Premium,21.0,15.0,17.0
230,Nissan,Altima,2000.0,4.0,Automatic 4-spd,2.4,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
231,Nissan,Altima,2000.0,4.0,Manual 5-spd,2.4,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,21.0,24.0
232,Nissan,Sentra,2000.0,4.0,Automatic 4-spd,1.8,Compact Cars,-1.0,11.44269231,1700.0,Regular,30.0,23.0,26.0
233,Nissan,Sentra,2000.0,4.0,Manual 5-spd,1.8,Compact Cars,-1.0,11.44269231,1700.0,Regular,32.0,23.0,26.0
234,Nissan,Sentra,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,12.93521739,1900.0,Regular,27.0,21.0,23.0
235,Nissan,Sentra,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,21.0,24.0
236,Oldsmobile,Alero,2000.0,4.0,Automatic 4-spd,2.4,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,19.0,23.0
237,Oldsmobile,Alero,2000.0,4.0,Manual 5-spd,2.4,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,19.0,23.0
238,Oldsmobile,Alero,2000.0,6.0,Automatic 4-spd,3.4,Compact Cars,-1.0,14.16714286,2100.0,Regular,29.0,17.0,21.0
239,Plymouth,Neon,2000.0,4.0,Automatic 3-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,22.0,24.0
240,Plymouth,Neon,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,11.01888889,1650.0,Regular,31.0,24.0,27.0
241,Pontiac,Grand Am,2000.0,4.0,Automatic 4-spd,2.4,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,19.0,23.0
242,Pontiac,Grand Am,2000.0,4.0,Manual 5-spd,2.4,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,19.0,23.0
243,Pontiac,Grand Am,2000.0,6.0,Automatic 4-spd,3.4,Compact Cars,-1.0,14.16714286,2100.0,Regular,29.0,17.0,21.0
244,Saturn,SL,2000.0,4.0,Automatic 4-spd,1.9,Compact Cars,-1.0,11.01888889,1650.0,Regular,34.0,23.0,27.0
245,Saturn,SL,2000.0,4.0,Automatic 4-spd,1.9,Compact Cars,-1.0,11.44269231,1700.0,Regular,32.0,22.0,26.0
246,Saturn,SL,2000.0,4.0,Manual 5-spd,1.9,Compact Cars,-1.0,10.25896552,1500.0,Regular,36.0,25.0,29.0
247,Saturn,SL,2000.0,4.0,Manual 5-spd,1.9,Compact Cars,-1.0,11.01888889,1650.0,Regular,34.0,23.0,27.0
248,Subaru,Legacy AWD,2000.0,4.0,Automatic 4-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,25.0,19.0,21.0
249,Subaru,Legacy AWD,2000.0,4.0,Manual 5-spd,2.5,Compact Cars,-1.0,14.16714286,2100.0,Regular,25.0,19.0,21.0
250,Toyota,Camry Solara,2000.0,4.0,Automatic 4-spd,2.2,Compact Cars,-1.0,12.93521739,1900.0,Regular,28.0,20.0,23.0
251,Toyota,Camry Solara,2000.0,4.0,Manual 5-spd,2.2,Compact Cars,-1.0,12.39625,1850.0,Regular,29.0,21.0,24.0
252,Toyota,Camry Solara,2000.0,6.0,Automatic 4-spd,3.0,Compact Cars,-1.0,14.8755,2200.0,Regular,25.0,17.0,20.0
253,Toyota,Camry Solara,2000.0,6.0,Manual 5-spd,3.0,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
254,Toyota,Corolla,2000.0,4.0,Automatic 3-spd,1.8,Compact Cars,-1.0,11.44269231,1700.0,Regular,29.0,24.0,26.0
255,Toyota,Corolla,2000.0,4.0,Automatic 4-spd,1.8,Compact Cars,-1.0,10.62535714,1600.0,Regular,34.0,25.0,28.0
256,Toyota,Corolla,2000.0,4.0,Manual 5-spd,1.8,Compact Cars,-1.0,9.917,1450.0,Regular,34.0,27.0,30.0
257,Toyota,Echo,2000.0,4.0,Automatic 4-spd,1.5,Compact Cars,-1.0,9.917,1450.0,Regular,34.0,26.0,30.0
258,Toyota,Echo,2000.0,4.0,Manual 5-spd,1.5,Compact Cars,-1.0,9.2971875,1400.0,Regular,37.0,29.0,32.0
259,Volkswagen,Golf,2000.0,4.0,Automatic 4-spd,1.8,Compact Cars,-1.0,13.52318182,2650.0,Premium,26.0,19.0,22.0
260,Volkswagen,Golf,2000.0,4.0,Manual 5-spd,1.8,Compact Cars,-1.0,12.39625,2450.0,Premium,28.0,21.0,24.0
261,Volkswagen,Golf,2000.0,4.0,Automatic 4-spd,1.9,Compact Cars,-1.0,10.82409091,1650.0,Diesel,40.0,29.0,33.0
262,Volkswagen,Golf,2000.0,4.0,Manual 5-spd,1.9,Compact Cars,-1.0,9.399868421,1450.0,Diesel,44.0,35.0,38.0
263,Volkswagen,Golf,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,13.52318182,2000.0,Regular,26.0,19.0,22.0
264,Volkswagen,Golf,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,21.0,24.0
265,Volkswagen,GTI,2000.0,4.0,Automatic 4-spd,1.8,Compact Cars,-1.0,13.52318182,2650.0,Premium,26.0,19.0,22.0
266,Volkswagen,GTI,2000.0,4.0,Manual 5-spd,1.8,Compact Cars,-1.0,12.39625,2450.0,Premium,28.0,21.0,24.0
267,Volkswagen,GTI,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,13.52318182,2000.0,Regular,26.0,19.0,22.0
268,Volkswagen,GTI,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,21.0,24.0
269,Volkswagen,GTI,2000.0,6.0,Manual 5-spd,2.8,Compact Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
270,Volkswagen,Jetta,2000.0,4.0,Automatic 4-spd,1.8,Compact Cars,-1.0,13.52318182,2650.0,Premium,26.0,19.0,22.0
271,Volkswagen,Jetta,2000.0,4.0,Manual 5-spd,1.8,Compact Cars,-1.0,12.39625,2450.0,Premium,28.0,21.0,24.0
272,Volkswagen,Jetta,2000.0,4.0,Automatic 4-spd,1.9,Compact Cars,-1.0,10.82409091,1650.0,Diesel,40.0,29.0,33.0
273,Volkswagen,Jetta,2000.0,4.0,Manual 5-spd,1.9,Compact Cars,-1.0,9.399868421,1450.0,Diesel,44.0,35.0,38.0
274,Volkswagen,Jetta,2000.0,4.0,Automatic 4-spd,2.0,Compact Cars,-1.0,13.52318182,2000.0,Regular,26.0,19.0,22.0
275,Volkswagen,Jetta,2000.0,4.0,Manual 5-spd,2.0,Compact Cars,-1.0,12.39625,1850.0,Regular,28.0,21.0,24.0
276,Volkswagen,Jetta,2000.0,6.0,Automatic 4-spd,2.8,Compact Cars,-1.0,15.65842105,2300.0,Regular,24.0,17.0,19.0
277,Volkswagen,Jetta,2000.0,6.0,Manual 5-spd,2.8,Compact Cars,-1.0,14.8755,2200.0,Regular,26.0,17.0,20.0
278,Volvo,C70 Coupe,2000.0,5.0,Automatic 4-spd,2.3,Compact Cars,-1.0,14.8755,2900.0,Premium,25.0,17.0,20.0
279,Volvo,C70 Coupe,2000.0,5.0,Manual 5-spd,2.3,Compact Cars,-1.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
280,Volvo,C70 Coupe,2000.0,5.0,Automatic 4-spd,2.4,Compact Cars,-1.0,14.8755,2900.0,Premium,24.0,17.0,20.0
281,Volvo,S40 FWD,2000.0,4.0,Automatic 4-spd,1.9,Compact Cars,-1.0,14.16714286,2800.0,Premium,26.0,19.0,21.0
282,Acura,3.2TL,2000.0,6.0,Automatic 5-spd,3.2,Midsize Cars,-1.0,14.8755,2900.0,Premium,27.0,17.0,20.0
283,Acura,3.5RL,2000.0,6.0,Automatic 4-spd,3.5,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,16.0,18.0
284,Audi,A6,2000.0,6.0,Automatic 5-spd,2.8,Midsize Cars,-1.0,16.52833333,3250.0,Premium,24.0,16.0,18.0
285,Audi,A6 quattro,2000.0,6.0,Automatic 5-spd,2.7,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
286,Audi,A6 quattro,2000.0,6.0,Manual 6-spd,2.7,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
287,Audi,A6 quattro,2000.0,6.0,Automatic 5-spd,2.8,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
288,Audi,A6 quattro,2000.0,6.0,Manual 5-spd,2.8,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,16.0,18.0
289,Audi,A6 quattro,2000.0,8.0,Automatic 5-spd,4.2,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
290,Audi,A8 quattro,2000.0,8.0,Automatic 5-spd,4.2,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
291,Bentley,Arnage,2000.0,8.0,Automatic 5-spd,4.4,Midsize Cars,-1.0,24.7925,4850.0,Premium,15.0,11.0,12.0
292,Bentley,Arnage,2000.0,8.0,Automatic 4-spd,6.7,Midsize Cars,-1.0,24.7925,4850.0,Premium,15.0,10.0,12.0
293,BMW,740i/740i Sport,2000.0,8.0,Automatic 5-spd,4.4,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
294,BMW,740i/740i Sport,2000.0,8.0,Automatic 5-spd,4.4,Midsize Cars,-1.0,18.594375,3650.0,Premium,19.0,14.0,16.0
295,Buick,Century,2000.0,6.0,Automatic 4-spd,3.1,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
296,Buick,Regal,2000.0,6.0,Automatic 4-spd,3.8,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,17.0,21.0
297,Buick,Regal,2000.0,6.0,Automatic 4-spd,3.8,Midsize Cars,-1.0,15.65842105,3050.0,Premium,25.0,16.0,19.0
298,Cadillac,Catera,2000.0,6.0,Automatic 4-spd,3.0,Midsize Cars,-1.0,16.52833333,3250.0,Premium,23.0,16.0,18.0
299,Cadillac,Eldorado,2000.0,8.0,Automatic 4-spd,4.6,Midsize Cars,-1.0,15.65842105,3050.0,Premium,25.0,15.0,19.0
300,Cadillac,Seville,2000.0,8.0,Automatic 4-spd,4.6,Midsize Cars,-1.0,15.65842105,3050.0,Premium,25.0,15.0,19.0
301,Chevrolet,Lumina/Monte Carlo,2000.0,6.0,Automatic 4-spd,3.1,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
302,Chevrolet,Lumina/Monte Carlo,2000.0,6.0,Automatic 4-spd,3.4,Midsize Cars,-1.0,14.16714286,2100.0,Regular,29.0,17.0,21.0
303,Chevrolet,Lumina/Monte Carlo,2000.0,6.0,Automatic 4-spd,3.8,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,17.0,21.0
304,Chevrolet,Malibu,2000.0,4.0,Automatic 4-spd,2.4,Midsize Cars,-1.0,12.93521739,1900.0,Regular,28.0,19.0,23.0
305,Chevrolet,Malibu,2000.0,6.0,Automatic 4-spd,3.1,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
306,Chrysler,Cirrus,2000.0,4.0,Automatic 4-spd,2.4,Midsize Cars,-1.0,14.8755,2200.0,Regular,26.0,17.0,20.0
307,Chrysler,Cirrus,2000.0,6.0,Automatic 4-spd,2.5,Midsize Cars,-1.0,14.8755,2200.0,Regular,25.0,17.0,20.0
308,Chrysler,Cirrus,2000.0,6.0,Automatic 4-spd,2.5,Midsize Cars,-1.0,15.65842105,2300.0,Regular,24.0,16.0,19.0
309,Daewoo,Leganza,2000.0,4.0,Automatic 4-spd,2.2,Midsize Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
310,Daewoo,Leganza,2000.0,4.0,Manual 5-spd,2.2,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
311,Dodge,Stratus,2000.0,4.0,Automatic 4-spd,2.0,Midsize Cars,-1.0,13.52318182,2000.0,Regular,27.0,19.0,22.0
312,Dodge,Stratus,2000.0,4.0,Automatic 4-spd,2.4,Midsize Cars,-1.0,14.8755,2200.0,Regular,26.0,17.0,20.0
313,Dodge,Stratus,2000.0,6.0,Automatic 4-spd,2.5,Midsize Cars,-1.0,14.8755,2200.0,Regular,25.0,17.0,20.0
314,Dodge,Stratus,2000.0,6.0,Automatic 4-spd,2.5,Midsize Cars,-1.0,15.65842105,2300.0,Regular,24.0,16.0,19.0
315,Honda,Accord,2000.0,4.0,Automatic 4-spd,2.3,Midsize Cars,-1.0,12.93521739,1900.0,Regular,28.0,20.0,23.0
316,Honda,Accord,2000.0,4.0,Automatic 4-spd,2.3,Midsize Cars,-1.0,13.52318182,2000.0,Regular,26.0,19.0,22.0
317,Honda,Accord,2000.0,4.0,Manual 5-spd,2.3,Midsize Cars,-1.0,12.39625,1850.0,Regular,29.0,22.0,24.0
318,Honda,Accord,2000.0,4.0,Manual 5-spd,2.3,Midsize Cars,-1.0,12.93521739,1900.0,Regular,27.0,21.0,23.0
319,Honda,Accord,2000.0,6.0,Automatic 4-spd,3.0,Midsize Cars,-1.0,14.16714286,2100.0,Regular,25.0,18.0,21.0
320,Hyundai,Sonata,2000.0,4.0,Automatic 4-spd,2.4,Midsize Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
321,Hyundai,Sonata,2000.0,4.0,Manual 5-spd,2.4,Midsize Cars,-1.0,13.52318182,2000.0,Regular,27.0,19.0,22.0
322,Hyundai,Sonata,2000.0,6.0,Automatic 4-spd,2.5,Midsize Cars,-1.0,14.8755,2200.0,Regular,25.0,18.0,20.0
323,Hyundai,Sonata,2000.0,6.0,Manual 5-spd,2.5,Midsize Cars,-1.0,14.16714286,2100.0,Regular,26.0,18.0,21.0
324,Infiniti,I30,2000.0,6.0,Automatic 4-spd,3.0,Midsize Cars,-1.0,14.8755,2200.0,Regular,25.0,17.0,20.0
325,Infiniti,Q45,2000.0,8.0,Automatic 4-spd,4.1,Midsize Cars,-1.0,16.52833333,3250.0,Premium,21.0,16.0,18.0
326,Jaguar,Vanden Plas,2000.0,8.0,Automatic 5-spd,4.0,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
327,Jaguar,Vanden Plas S/C,2000.0,8.0,Automatic 5-spd,4.0,Midsize Cars,-1.0,18.594375,3650.0,Premium,20.0,14.0,16.0
328,Jaguar,S-type (X200) V6,2000.0,6.0,Automatic 5-spd,3.0,Midsize Cars,-1.0,15.65842105,3050.0,Premium,24.0,16.0,19.0
329,Jaguar,S-type (X200) V8,2000.0,8.0,Automatic 5-spd,4.0,Midsize Cars,-1.0,17.50058824,3450.0,Premium,21.0,15.0,17.0
330,Jaguar,XJ8L,2000.0,8.0,Automatic 5-spd,4.0,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
331,Lexus,GS 300/GS 400,2000.0,6.0,Automatic 5-spd,3.0,Midsize Cars,-1.0,15.65842105,3050.0,Premium,23.0,17.0,19.0
332,Lexus,GS 300/GS 400,2000.0,8.0,Automatic 5-spd,4.0,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,16.0,18.0
333,Lexus,LS 400,2000.0,8.0,Automatic 5-spd,4.0,Midsize Cars,-1.0,15.65842105,3050.0,Premium,23.0,16.0,19.0
334,Lincoln,LS,2000.0,6.0,Automatic 5-spd,3.0,Midsize Cars,-1.0,16.52833333,3250.0,Premium,23.0,16.0,18.0
335,Lincoln,LS,2000.0,6.0,Automatic 5-spd,3.0,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,15.0,18.0
336,Lincoln,LS,2000.0,6.0,Manual 5-spd,3.0,Midsize Cars,-1.0,16.52833333,3250.0,Premium,23.0,15.0,18.0
337,Lincoln,LS,2000.0,8.0,Automatic 5-spd,3.9,Midsize Cars,-1.0,17.50058824,3450.0,Premium,22.0,15.0,17.0
338,Lincoln,LS,2000.0,8.0,Automatic 5-spd,3.9,Midsize Cars,-1.0,17.50058824,3450.0,Premium,22.0,15.0,17.0
339,Mercury,Sable,2000.0,6.0,Automatic 4-spd,3.0,Midsize Cars,-1.0,14.8755,2200.0,Regular,26.0,17.0,20.0
340,Mercury,Sable,2000.0,6.0,Automatic 4-spd,3.0,Midsize Cars,-1.0,14.8755,2200.0,Regular,26.0,17.0,20.0
341,Mazda,626,2000.0,4.0,Automatic 4-spd,2.0,Midsize Cars,-1.0,13.52318182,2000.0,Regular,25.0,19.0,22.0
342,Mazda,626,2000.0,4.0,Manual 5-spd,2.0,Midsize Cars,-1.0,11.9004,1750.0,Regular,29.0,23.0,25.0
343,Mazda,626,2000.0,6.0,Automatic 4-spd,2.5,Midsize Cars,-1.0,14.8755,2900.0,Premium,24.0,18.0,20.0
344,Mazda,626,2000.0,6.0,Manual 5-spd,2.5,Midsize Cars,-1.0,14.16714286,2800.0,Premium,25.0,19.0,21.0
345,Mercedes-Benz,E320,2000.0,6.0,Automatic 5-spd,3.2,Midsize Cars,-1.0,14.16714286,2800.0,Premium,27.0,18.0,21.0
346,Mercedes-Benz,E320 4Matic,2000.0,6.0,Automatic 5-spd,3.2,Midsize Cars,-1.0,14.16714286,2800.0,Premium,25.0,18.0,21.0
347,Mercedes-Benz,E430,2000.0,8.0,Automatic 5-spd,4.3,Midsize Cars,-1.0,16.52833333,3250.0,Premium,22.0,16.0,18.0
348,Mercedes-Benz,E430 4Matic,2000.0,8.0,Automatic 5-spd,4.3,Midsize Cars,-1.0,16.52833333,3250.0,Premium,21.0,16.0,18.0
349,Mercedes-Benz,E55 AMG,2000.0,8.0,Automatic 5-spd,5.5,Midsize Cars,-1.0,17.50058824,3450.0,Premium,21.0,15.0,17.0
350,Mitsubishi,Diamante,2000.0,6.0,Automatic 4-spd,3.5,Midsize Cars,-1.0,16.52833333,3250.0,Premium,23.0,16.0,18.0
351,Mitsubishi,Galant,2000.0,4.0,Automatic 4-spd,2.4,Midsize Cars,-1.0,14.16714286,2100.0,Regular,26.0,19.0,21.0
352,Mitsubishi,Galant,2000.0,6.0,Automatic 4-spd,3.0,Midsize Cars,-1.0,14.8755,2900.0,Premium,25.0,17.0,20.0
353,Nissan,Maxima,2000.0,6.0,Automatic 4-spd,3.0,Midsize Cars,-1.0,14.8755,2200.0,Regular,26.0,18.0,20.0
354,Nissan,Maxima,2000.0,6.0,Manual 5-spd,3.0,Midsize Cars,-1.0,14.16714286,2100.0,Regular,25.0,19.0,21.0
355,Oldsmobile,Intrigue,2000.0,6.0,Automatic 4-spd,3.5,Midsize Cars,-1.0,14.8755,2200.0,Regular,26.0,17.0,20.0
356,Plymouth,Breeze,2000.0,4.0,Automatic 4-spd,2.0,Midsize Cars,-1.0,13.52318182,2000.0,Regular,27.0,19.0,22.0
357,Plymouth,Breeze,2000.0,4.0,Manual 5-spd,2.0,Midsize Cars,-1.0,11.01888889,1650.0,Regular,34.0,23.0,27.0
358,Plymouth,Breeze,2000.0,4.0,Automatic 4-spd,2.4,Midsize Cars,-1.0,14.8755,2200.0,Regular,26.0,17.0,20.0
359,Pontiac,Grand Prix,2000.0,6.0,Automatic 4-spd,3.1,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,18.0,21.0
360,Pontiac,Grand Prix,2000.0,6.0,Automatic 4-spd,3.8,Midsize Cars,-1.0,14.16714286,2100.0,Regular,27.0,17.0,21.0
361,Pontiac,Grand Prix,2000.0,6.0,Automatic 4-spd,3.8,Midsize Cars,-1.0,15.65842105,3050.0,Premium,25.0,16.0,19.0
362,Saab,09-Mar,2000.0,4.0,Automatic 4-spd,2.0,Midsize Cars,-1.0,14.8755,2900.0,Premium,24.0,17.0,20.0
363,Saab,09-Mar,2000.0,4.0,Automatic 4-spd,2.0,Midsize Cars,-1.0,14.8755,2200.0,Regular,23.0,18.0,20.0
364,Saab,09-Mar,2000.0,4.0,Manual 5-spd,2.0,Midsize Cars,-1.0,13.52318182,2000.0,Regular,27.0,19.0,22.0
365,Saab,09-Mar,2000.0,4.0,Manual 5-spd,2.0,Midsize Cars,-1.0,13.52318182,2650.0,Premium,27.0,19.0,22.0
366,Saab,9-3 Viggen,2000.0,4.0,Manual 5-spd,2.3,Midsize Cars,-1.0,14.16714286,2800.0,Premium,27.0,18.0,21.0
367,Saab,09-May,2000.0,4.0,Automatic 4-spd,2.3,Midsize Cars,-1.0,14.8755,2200.0,Regular,25.0,17.0,20.0
